rtot,ravg,rnorm,rnorm100,len,drawdown,moneydown,maxdrawdown,maxdrawdownperiod,sharperatio,pnl,final_value,total,win_rate,won,lost,won_avg,won_avg_prcnt,lost_avg,lost_avg_prcnt,won_max_prcnt,lost_max_prcnt,ticker
0.4693272883287724,9.15046380052198e-05,0.023327086768465094,2.3327086768465093,475,12.884027146031631,23647.22,61.71631486802629,3565,-0.1668124503671042,59891.82,159891.82203999994,18,0.6666666666666666,12,5,13745.16556333333,13.74516556333333,-20346.048944000016,-20.346048944000017,32.38599935999999,-64.55049518000004,AC
-0.5820651067815269,-0.00011837809777944415,-0.02939071968932819,-2.939071968932819,2476,71.7624437652043,141998.07168000002,76.83055317591226,2486,-0.35750344283287927,-44125.67,55874.33097199986,17,0.5294117647058824,9,7,16001.710186888884,16.001710186888886,-25325.16327571429,-25.325163275714292,47.69048510199998,-45.09177800199998,ACEN
0.9347286958918091,0.00018392929868000965,0.04744114310332067,4.744114310332067,374,18.936470255137458,59486.85850000003,48.112990940104595,1260,-0.07164697895521313,154652.25,254652.24820000003,18,0.7222222222222222,13,5,24086.368653846162,24.08636865384616,-31694.10886,-31.694108859999996,41.98712860000002,-79.67933840000002,AEV
-0.4222196750596307,-9.441405971816429e-05,-0.02351153667741048,-2.3511536677410483,2530,55.28107616366925,81043.36596000004,70.23086037330675,2530,-0.32990765159029684,-34441.0,65559.00067999995,19,0.5263157894736842,10,8,14405.159666000001,14.405159666,-20871.9178575,-20.8719178575,30.48798710000001,-55.09133346,AGI
0.6713096400796033,0.00013088509262616557,0.0335330138266593,3.3533013826659297,24,12.541039191133287,28059.20000000001,56.818893349310066,1391,-0.14029220439479428,95679.83,195679.83447999993,17,0.7058823529411765,12,4,15062.681606666665,15.062681606666665,-16702.794400000002,-16.702794400000002,40.3694272,-29.34965,ALI
0.4689752317512576,9.181190911340204e-05,0.023406328426050196,2.3406328426050194,62,12.806518066201537,23475.79999999999,70.1419397571132,4085,-0.06010618936936407,59835.54,159835.54097999993,16,0.75,12,3,14746.445918333331,14.74644591833333,-44422.91201333333,-44.422912013333324,32.17874904000001,-89.31994019999998,BDO
-2.0513170335659363,-0.0005977030983583731,-0.1398265128081134,-13.98265128081134,3092,87.1434533,87143.45330000001,91.53310718,3092,-0.40766393032696485,-87143.45,12856.546699999995,12,0.4166666666666667,5,6,3203.6916560000004,3.203691656,-14546.349696666664,-14.546349696666663,6.177248600000007,-48.706892479999986,BLOOM
1.53716997200169,0.0002997601349457274,0.07846588452083796,7.846588452083796,65,0.5995211783538111,2805.436800000025,53.087875786596484,1537,0.15958488954367134,365140.8,465140.8011799999,20,0.8,16,4,31498.40209125,31.49840209125,-34708.40806999999,-34.70840806999999,93.73625399999997,-62.138554880000044,BPI
-0.026245854075622018,-5.164473450535619e-06,-0.0013006007942567295,-0.13006007942567294,4104,65.72238560681134,186768.78808000006,85.13866559509434,4105,-0.07125272474034194,-2590.44,97409.55747999999,17,0.6470588235294118,11,5,22850.556721818182,22.850556721818183,-51620.533188,-51.620533188,48.210726599999994,-147.52781914000002,DMC
0.6453724459323907,0.0001258526610632587,0.032223146163109145,3.2223146163109146,2413,12.360189183587424,26890.90254000001,47.96212372572244,2413,-0.0970373355400339,90669.7,190669.70386,23,0.5652173913043478,13,9,18372.11665538462,18.37211665538462,-16337.090295555548,-16.337090295555548,32.22304275999998,-42.080374579999955,GLO
-0.7636584191830811,-0.00014959028779296398,-0.03699507456964631,-3.699507456964631,4123,58.50667439278052,65701.386,78.60886152622795,4123,-0.3187139607695273,-53404.14,46595.863300000005,10,0.6,6,4,8778.166449999999,8.778166449999999,-26518.283849999996,-26.518283849999996,12.88011689999999,-73.162667,ICT
0.5182446581441799,0.00010108146248179829,0.025799725672786288,2.5799725672786287,1468,32.404372485105625,80492.5724,69.26488165114974,1555,-0.17404090780124365,67907.77,167907.7706,13,0.8461538461538461,11,2,17712.12736363637,17.71212736363637,-63462.815200000005,-63.4628152,47.732856,-118.13074240000002,JFC
-1.2509518360862613,-0.00025044080802527754,-0.061160821760259367,-6.1160821760259365,4100,86.48584715350084,183178.60095999992,87.7370167429379,4100,-0.20321570405282016,-71376.78,28623.22210000009,15,0.6666666666666666,10,4,12325.601582,12.325601582,-41489.39317999999,-41.489393179999986,34.824994679999996,-136.95982583999998,JGS
0.9553670241377026,0.00025578769053218275,0.06658131208352386,6.658131208352386,1408,41.9320760643051,187724.38596000004,68.20778674628436,1408,0.0364274743852087,159962.45,259962.45327999984,18,0.7222222222222222,13,5,36964.70817538463,36.96470817538463,-64115.750599999985,-64.11575059999998,156.63113340000007,-160.97906359999996,LTG
0.3471815288952355,6.782213887384949e-05,0.01723806884293307,1.723806884293307,2317,36.2016188043543,80296.63656000001,51.113471083438064,2317,-0.1978718960891602,41507.36,141507.35788000003,19,0.6842105263157895,13,6,13094.340721538469,13.094340721538469,-21453.178583333352,-21.45317858333335,23.96694478,-48.8111751,MBT
1.343946142616273,0.000263003159024711,0.06852243905313006,6.852243905313006,89,0.5989505307175327,2310.2999999999884,56.527675282341825,953,0.10083473595866624,283414.38,383414.377,20,0.8,16,4,25367.675143750006,25.367675143750006,-30617.106324999986,-30.617106324999988,57.357048,-54.46306559999998,MER
-0.8659649012537884,-0.0001695643041421164,-0.041830135022193474,-4.183013502219348,4330,59.97234135067291,63024.156019999944,69.22198043719015,4330,-0.488198959173027,-57935.45,42064.547540000036,24,0.6666666666666666,16,7,4186.406313749999,4.186406313749999,-16190.637925714282,-16.19063792571428,10.373582959999998,-38.14127576,SMC
1.0459943659090476,0.00020401684531091234,0.05275679758495387,5.275679758495387,24,13.343911033502357,43828.19999999995,41.39962003571916,857,-0.057940782765115786,184622.73,284622.73084000003,14,0.7857142857142857,11,2,21504.572014545458,21.50457201454546,-20588.64526000002,-20.588645260000018,42.25903140000003,-34.63745660000004,SMPH
1.2827063126025842,0.00025023533215032853,0.06509000113832535,6.509000113832535,469,13.438138319304933,55986.69,47.80427291911152,2210,0.08478762857470067,260638.65,360638.65400000004,22,0.6818181818181818,15,6,26341.216266666663,26.341216266666663,-20049.250000000004,-20.049250000000004,61.24906,-68.4918,TEL
-0.8584384954514377,-0.0001736323817660675,-0.042811904868492935,-4.281190486849294,4347,64.77284464886021,77929.21370000001,75.47619918671069,4347,-0.4936744917483598,-57617.66,42382.33679999999,14,0.5,7,6,6072.416200000001,6.0724162,-14982.707999999997,-14.982707999999997,13.167668199999994,-64.6823357,URC
